"No.","Time","Source","Destination","Protocol","Length","Info"
"3611","19.092254","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xd87d A iX+Zn2Gq.reddshrimpandherring.com"
"3620","19.106366","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xe0c8 A iX+Zn2Gq.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3622","19.127660","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x0f91 A iX+Zn2Gq.reddshrimpandherring.com.windomain.local"
"3624","19.138463","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb8ec A JUKUkUYn.reddshrimpandherring.com"
"3627","19.182048","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x521c A JUKUkUYn.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3629","19.193406","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xc59a A JUKUkUYn.reddshrimpandherring.com.windomain.local"
"3632","19.204949","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x750f A eWUnpoWH.reddshrimpandherring.com"
"3635","19.217182","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x564f A eWUnpoWH.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3637","19.228739","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x586b A eWUnpoWH.reddshrimpandherring.com.windomain.local"
"3639","19.239387","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x9138 A Zf688UTz.reddshrimpandherring.com"
"3648","19.307813","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x4f24 A Zf688UTz.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3651","19.319281","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xd160 A Zf688UTz.reddshrimpandherring.com.windomain.local"
"3653","19.330064","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xad23 A uFH0VpwO.reddshrimpandherring.com"
"3655","19.342355","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x06ad A uFH0VpwO.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3659","19.353623","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xcaba A uFH0VpwO.reddshrimpandherring.com.windomain.local"
"3661","19.366267","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2aa6 A bJS/rrk1.reddshrimpandherring.com"
"3670","19.409022","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x9fbe A bJS/rrk1.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3672","19.420773","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xc7ee A bJS/rrk1.reddshrimpandherring.com.windomain.local"
"3676","19.431314","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xa25a A YQuKySPc.reddshrimpandherring.com"
"3741","19.501495","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x2b89 A YQuKySPc.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3753","19.512674","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x9ca4 A YQuKySPc.reddshrimpandherring.com.windomain.local"
"3767","19.525129","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xdda1 A Vo/M+HTl.reddshrimpandherring.com"
"3799","19.547811","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xe724 A Vo/M+HTl.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3802","19.559766","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x0d56 A Vo/M+HTl.reddshrimpandherring.com.windomain.local"
"3804","19.570560","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb1b5 A 7BBZdhts.reddshrimpandherring.com"
"3812","19.586577","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x3f6d A 7BBZdhts.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3826","19.597906","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x5111 A 7BBZdhts.reddshrimpandherring.com.windomain.local"
"3835","19.610710","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x166c A iN4OTru2.reddshrimpandherring.com"
"3837","19.679356","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x0458 A iN4OTru2.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3841","19.690680","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x18be A iN4OTru2.reddshrimpandherring.com.windomain.local"
"3843","19.700936","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xe6be A GoUf559H.reddshrimpandherring.com"
"3845","19.713778","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xa719 A GoUf559H.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3847","19.727298","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x54fb A GoUf559H.reddshrimpandherring.com.windomain.local"
"3856","19.738159","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb1c3 A zEBnIu8y.reddshrimpandherring.com"
"3858","19.750823","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xd73b A zEBnIu8y.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3860","19.762107","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x801f A zEBnIu8y.reddshrimpandherring.com.windomain.local"
"3862","19.772634","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x39df A 5ShcZekS.reddshrimpandherring.com"
"3864","19.785276","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x878d A 5ShcZekS.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3867","19.806481","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x2431 A 5ShcZekS.reddshrimpandherring.com.windomain.local"
"3869","19.817146","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x8a63 A M6XVMW0N.reddshrimpandherring.com"
"3873","19.833167","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x648b A M6XVMW0N.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3875","19.844656","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x375c A M6XVMW0N.reddshrimpandherring.com.windomain.local"
"3877","19.855147","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x8c99 A DqAPj5pX.reddshrimpandherring.com"
"3879","19.876737","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x7dd1 A DqAPj5pX.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3888","19.888562","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x7c47 A DqAPj5pX.reddshrimpandherring.com.windomain.local"
"3890","19.899034","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x911f A 6iKi0zDD.reddshrimpandherring.com"
"3892","19.921743","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x7bd6 A 6iKi0zDD.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3894","19.933228","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xe1de A 6iKi0zDD.reddshrimpandherring.com.windomain.local"
"3897","19.945554","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xeff8 A x5KkdeHb.reddshrimpandherring.com"
"3899","19.991834","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x8f11 A x5KkdeHb.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3903","20.003441","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x2aeb A x5KkdeHb.reddshrimpandherring.com.windomain.local"
"3905","20.015753","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xfea1 A 9z6F1Kjc.reddshrimpandherring.com"
"3914","20.059025","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xabb2 A 9z6F1Kjc.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3916","20.072581","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x6222 A 9z6F1Kjc.reddshrimpandherring.com.windomain.local"
"3918","20.083040","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x30c2 A NoqVsSW2.reddshrimpandherring.com"
"3932","20.126871","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x1d57 A NoqVsSW2.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3934","20.140691","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xa77e A NoqVsSW2.reddshrimpandherring.com.windomain.local"
"3938","20.153343","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xa0b6 A NLjPcplu.reddshrimpandherring.com"
"3944","20.169704","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x088f A NLjPcplu.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3946","20.181082","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x99a6 A NLjPcplu.reddshrimpandherring.com.windomain.local"
"3948","20.195343","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x9b27 A v/Wnu7vs.reddshrimpandherring.com"
"3957","20.207884","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x11cd A v/Wnu7vs.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3960","20.221237","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x70c2 A v/Wnu7vs.reddshrimpandherring.com.windomain.local"
"3962","20.231724","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb5a6 A QZ7XVpoz.reddshrimpandherring.com"
"3964","20.244185","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xd5a9 A QZ7XVpoz.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3966","20.255534","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xf6f9 A QZ7XVpoz.reddshrimpandherring.com.windomain.local"
"3969","20.266171","192.168.38.104","18.217.1.57","DNS","89","Standard query 0xbe68 A fQ==.reddshrimpandherring.com"
"3973","20.317649","192.168.38.104","18.217.1.57","DNS","127","Standard query 0xbaee A fQ==.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3982","20.369626","192.168.38.104","18.217.1.57","DNS","105","Standard query 0x4068 A fQ==.reddshrimpandherring.com.windomain.local"
"3985","20.421206","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2935 A vT6zzM2J.reddshrimpandherring.com"
"3987","20.433321","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x4db0 A vT6zzM2J.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3989","20.444367","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x5ab1 A vT6zzM2J.reddshrimpandherring.com.windomain.local"
"3991","20.454930","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb935 A yXzo0cCL.reddshrimpandherring.com"
"3993","20.467324","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x7e77 A yXzo0cCL.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3997","20.478674","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x4558 A yXzo0cCL.reddshrimpandherring.com.windomain.local"
"3999","20.489039","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x3b06 A a+xLgs3W.reddshrimpandherring.com"
"4001","20.501053","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x2985 A a+xLgs3W.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4003","20.512199","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xd055 A a+xLgs3W.reddshrimpandherring.com.windomain.local"
"4008","20.522530","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xe294 A Yju2a1Nt.reddshrimpandherring.com"
"4014","20.534572","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x2721 A Yju2a1Nt.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4016","20.554506","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x4d39 A Yju2a1Nt.reddshrimpandherring.com.windomain.local"
"4018","20.564958","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xd418 A wLVUgWou.reddshrimpandherring.com"
"4021","20.635780","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x26f5 A wLVUgWou.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4025","20.647066","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x24f9 A wLVUgWou.reddshrimpandherring.com.windomain.local"
"4027","20.657381","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x6945 A lvqrjuAa.reddshrimpandherring.com"
"4029","20.680249","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x2549 A lvqrjuAa.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4037","20.691827","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xc59c A lvqrjuAa.reddshrimpandherring.com.windomain.local"
"4040","20.702494","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x33c9 A j5t1Lfdo.reddshrimpandherring.com"
"4042","20.714346","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xa38d A j5t1Lfdo.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4044","20.737000","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x2145 A j5t1Lfdo.reddshrimpandherring.com.windomain.local"
"4047","20.747466","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2dba A s1VHzRn6.reddshrimpandherring.com"
"4049","20.793019","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x0f22 A s1VHzRn6.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4052","20.804817","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xad35 A s1VHzRn6.reddshrimpandherring.com.windomain.local"
"4055","20.815076","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x78d7 A jM9GaAzF.reddshrimpandherring.com"
"4057","20.827034","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x80e1 A jM9GaAzF.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4059","20.842410","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x920b A jM9GaAzF.reddshrimpandherring.com.windomain.local"
"4061","20.854589","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x5c48 A ecb6fGRc.reddshrimpandherring.com"
"4070","20.897245","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x4bc1 A ecb6fGRc.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4073","20.911276","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xdb41 A ecb6fGRc.reddshrimpandherring.com.windomain.local"
"4075","20.923488","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xe2ca A N+6v2HTZ.reddshrimpandherring.com"
"4079","20.967546","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x2647 A N+6v2HTZ.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4081","20.978866","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xd054 A N+6v2HTZ.reddshrimpandherring.com.windomain.local"
"4083","20.991235","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x5b58 A +sorXMfa.reddshrimpandherring.com"
"4085","21.004070","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x8e39 A +sorXMfa.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4093","21.016751","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x3b4e A +sorXMfa.reddshrimpandherring.com.windomain.local"
"4095","21.029559","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xa10f A 5FALrYGV.reddshrimpandherring.com"
"4098","21.043810","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xcd14 A 5FALrYGV.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4100","21.055201","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xc628 A 5FALrYGV.reddshrimpandherring.com.windomain.local"
"4102","21.065961","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xaf59 A eu71Cs0V.reddshrimpandherring.com"
"4107","21.138845","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xed2c A eu71Cs0V.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4109","21.150170","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x5f1a A eu71Cs0V.reddshrimpandherring.com.windomain.local"
"4113","21.160704","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x28c7 A dxr+G/kl.reddshrimpandherring.com"
"4120","21.172874","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x798a A dxr+G/kl.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4122","21.184382","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xa30a A dxr+G/kl.reddshrimpandherring.com.windomain.local"
"4124","21.195241","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xef10 A 0gHMI0EI.reddshrimpandherring.com"
"4127","21.238472","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x53b9 A 0gHMI0EI.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4129","21.249696","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x0c1e A 0gHMI0EI.reddshrimpandherring.com.windomain.local"
"4131","21.260251","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x40d4 A 4n+wg52s.reddshrimpandherring.com"
"4135","21.302757","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xc342 A 4n+wg52s.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4137","21.314001","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x087b A 4n+wg52s.reddshrimpandherring.com.windomain.local"
"4139","21.324360","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x8c15 A 9bgMWa5Z.reddshrimpandherring.com"
"4149","21.394800","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x9a8e A 9bgMWa5Z.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4151","21.406117","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x831e A 9bgMWa5Z.reddshrimpandherring.com.windomain.local"
"4153","21.418797","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x551d A bh2L8TFp.reddshrimpandherring.com"
"4155","21.432618","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xdacb A bh2L8TFp.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4157","21.452614","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x3772 A bh2L8TFp.reddshrimpandherring.com.windomain.local"
"4161","21.464457","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x4fc4 A 6YyOean+.reddshrimpandherring.com"
"4169","21.510494","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xb307 A 6YyOean+.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4172","21.521987","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x2dc9 A 6YyOean+.reddshrimpandherring.com.windomain.local"
"4174","21.534402","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2203 A Ften8lLo.reddshrimpandherring.com"
"4176","21.547167","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x6ffa A Ften8lLo.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4178","21.558476","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xadc8 A Ften8lLo.reddshrimpandherring.com.windomain.local"
"4181","21.568832","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x4f9c A 2CscKL+3.reddshrimpandherring.com"
"4183","21.591029","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x44d9 A 2CscKL+3.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4185","21.610717","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x97be A 2CscKL+3.reddshrimpandherring.com.windomain.local"
"4187","21.622785","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x0f08 A L/5yYuuf.reddshrimpandherring.com"
"4191","21.634713","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x5982 A L/5yYuuf.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4193","21.646171","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x407a A L/5yYuuf.reddshrimpandherring.com.windomain.local"
"4195","21.656416","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x0472 A H5RvSugA.reddshrimpandherring.com"
"4197","21.668776","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xf145 A H5RvSugA.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4206","21.680141","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xeb59 A H5RvSugA.reddshrimpandherring.com.windomain.local"
"4208","21.699927","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x9fab A YdfbP1UZ.reddshrimpandherring.com"
"4210","21.712528","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x27c2 A YdfbP1UZ.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4212","21.724023","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xdb51 A YdfbP1UZ.reddshrimpandherring.com.windomain.local"
"4215","21.737852","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xe3bf A I4U/5r2f.reddshrimpandherring.com"
"4217","21.752355","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x850f A I4U/5r2f.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4219","21.765969","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x84f6 A I4U/5r2f.reddshrimpandherring.com.windomain.local"
"4221","21.778556","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x7536 A 1X/s/2vy.reddshrimpandherring.com"
"4223","21.793191","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x2c6e A 1X/s/2vy.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4226","21.804512","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x0f2b A 1X/s/2vy.reddshrimpandherring.com.windomain.local"
"4229","21.814825","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x03ec A O+PFxqfF.reddshrimpandherring.com"
"4231","21.838240","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x4fff A O+PFxqfF.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4233","21.849729","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x2ae4 A O+PFxqfF.reddshrimpandherring.com.windomain.local"
"4242","21.861585","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2a34 A Ju4eCL8V.reddshrimpandherring.com"
"4244","21.874654","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x01cc A Ju4eCL8V.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4246","21.885749","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xe3be A Ju4eCL8V.reddshrimpandherring.com.windomain.local"
"4248","21.898212","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xeaeb A JBfOkBIE.reddshrimpandherring.com"
"4251","21.941470","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x10af A JBfOkBIE.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4253","21.953274","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x53ab A JBfOkBIE.reddshrimpandherring.com.windomain.local"
"4255","21.965761","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x9b8c A 0bLbK94Z.reddshrimpandherring.com"
"4259","22.009745","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x7f95 A 0bLbK94Z.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4261","22.023268","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x80e1 A 0bLbK94Z.reddshrimpandherring.com.windomain.local"
"4270","22.033811","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x0815 A tEWQ8ZAi.reddshrimpandherring.com"
"4272","22.046641","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x4b04 A tEWQ8ZAi.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4274","22.059926","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x6482 A tEWQ8ZAi.reddshrimpandherring.com.windomain.local"
"4276","22.072175","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xbe9c A JBQmApX7.reddshrimpandherring.com"
"4279","22.087257","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xfa02 A JBQmApX7.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4281","22.098725","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x345a A JBQmApX7.reddshrimpandherring.com.windomain.local"
"4283","22.109248","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x37d0 A GQ3caS/1.reddshrimpandherring.com"
"4285","22.131677","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x425f A GQ3caS/1.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4288","22.146990","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xf364 A GQ3caS/1.reddshrimpandherring.com.windomain.local"
"4291","22.157152","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xc6da A Yz2l3aBW.reddshrimpandherring.com"
"4300","22.202932","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x7bb7 A Yz2l3aBW.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4302","22.217023","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x6c33 A Yz2l3aBW.reddshrimpandherring.com.windomain.local"
"4304","22.227270","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xe15b A xA3F0VZ8.reddshrimpandherring.com"
"4307","22.272517","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x0c85 A xA3F0VZ8.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4309","22.284358","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x7cf1 A xA3F0VZ8.reddshrimpandherring.com.windomain.local"
"4311","22.297130","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xea1f A l7hTDJh3.reddshrimpandherring.com"
"4315","22.340927","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xd794 A l7hTDJh3.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4317","22.352825","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xb38d A l7hTDJh3.reddshrimpandherring.com.windomain.local"
"4319","22.363188","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x906e A BN9PyNZN.reddshrimpandherring.com"
"4328","22.406439","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x1e58 A BN9PyNZN.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4334","22.426618","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xac78 A BN9PyNZN.reddshrimpandherring.com.windomain.local"
"4355","22.437065","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xace9 A M9QZU6eP.reddshrimpandherring.com"
"4357","22.451860","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xc6e9 A M9QZU6eP.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4359","22.463138","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x4ad9 A M9QZU6eP.reddshrimpandherring.com.windomain.local"
"4361","22.481648","192.168.38.104","18.217.1.57","DNS","89","Standard query 0xa740 A fQ==.reddshrimpandherring.com"
"4365","22.533184","192.168.38.104","18.217.1.57","DNS","127","Standard query 0x683a A fQ==.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"4374","22.583745","192.168.38.104","18.217.1.57","DNS","105","Standard query 0x7418 A fQ==.reddshrimpandherring.com.windomain.local"
